1abt_1 -11019.50449354274
1abt_2 -8045.906766615189
1abt_3 -11123.690776276833
1afk_1 -8147.083732618931
1afk_2 -8946.314705875222
1afk_3 -5395.9338632723975
1afk_4 -7327.59665600912
1afk_5 -7865.1706288476435
1afl_2 -11408.251267935791
1afl_3 -7401.485214196501
1afl_4 -8660.194813166532
1afl_5 -4601.767255505544
1afl_6 -5468.043077632874
1afl_7 -5469.812067782235
1aze_3 -9452.71797490262
1azg_1 -9032.708030015337
1azg_2 -6434.230032151338
1azg_3 -7345.629924525609
1bbz_1 -8924.228507920456
1bbz_2 -5559.791531766107
1bbz_3 -7889.085653790102
1bhf_1 -7704.382732595481
1bhf_2 -4395.5366450538495
1bhf_3 -7901.510356987808
1bhf_5 -4375.05987474977
1bhf_6 -4161.581960162775
1bhf_7 -7432.214488004149
1ceb_2 -7587.197674381912
1ceb_4 -4727.704265472462
1ceb_5 -5700.9581563552965
1cka_1 -7528.767996811397
1cka_2 -4528.804577297226
1cka_3 -4482.076912457917
1cka_4 -7140.829945902334
1ckb_1 -7010.981025863341
1ckb_2 -3891.3854862109015
1ckb_3 -5333.3276105075565
1ckb_4 -7444.945934812398
1d7i_3 -9032.228014511325
1d7i_5 -7010.618727717605
1d7j_1 -7170.26944031146
1d7j_2 -5601.4768568257205
1d7j_3 -4120.6987005502815
1d7j_4 -6333.50664456186
1d7j_6 -8815.167418844692
1dpu_1 -6822.099730298416
1dpu_2 -6095.933880449762
1dpu_4 -9318.146427295707
1fkg_1 -6885.314068465235
1fkg_2 -5246.615121302413
1fkg_3 -9032.075775182662
1fkg_4 -4672.781471497852
1fkg_5 -7178.329929150582
1fkh_2 -5601.455060304998
1fkh_3 -4288.460681594436
1fkh_4 -6165.6234138798945
1fkh_5 -9711.444818251257
1fkh_6 -8647.243258646526
1fv0_1 -8857.897775345138
1fv0_2 -6712.0151440027585
1fv0_3 -6163.436609097069
1fv0_4 -8909.617136634937
1fv0_6 -8190.668254229136
1gbq_1 -6420.5260571517465
1gbq_2 -4213.197133402363
1gbq_4 -7373.734326456682
1haa_1 -10827.848572844212
1haa_2 -8237.896562043687
1haa_3 -10726.5785179156
1hc9_1 -10738.391942013252
1hi4_2 -6350.440344271996
1hi4_3 -10346.558456617904
1hi4_5 -5175.882922361452
1hi4_6 -8725.237487603157
1hi4_7 -9117.994516055489
1hi5_1 -9279.494537703966
1hi5_3 -10346.539308661031
1hi5_4 -8257.234090484377
1hi5_6 -8725.279078492076
1hmt_1 -7651.836068867142
1hmt_2 -5024.334908787186
1hmt_3 -5700.289733380231
1hmt_4 -6675.147189037808
1hmt_6 -8543.771478142098
1hmt_7 -8392.095206991386
1i5h_1 -8469.016741335767
1i5h_2 -4032.1129927063644
1i5h_3 -7284.543837964684
1i8h_1 -6813.75965320447
1ikt_1 -8621.311404599543
1ikt_3 -6784.403982429875
1ikt_4 -7441.539644502185
1ikt_5 -4098.291887866824
1ikt_7 -7518.0191362018995
1jbd_1 -10937.325012004081
1jbd_3 -10726.62257045288
1jmq_1 -9848.43988966279
1jmq_2 -9401.240208620327
1jn4_1 -7979.207730029566
1jn4_2 -8946.164021129802
1jn4_4 -9064.656938832533
1jn4_6 -5151.9527046760195
1jn4_7 -6264.814368063985
1jq8_4 -7684.09829285844
1jq8_5 -6645.766925999228
1jq8_6 -6520.173712757555
1jq8_7 -8141.63679516545
1jvu_1 -7412.844388512345
1jvu_2 -10685.13898866943
1jvu_3 -8396.017602352631
1jvu_4 -9896.091536367094
1jvu_5 -5789.8846276255745
1jvu_6 -8655.012405713027
1k9q_2 -9374.469527390826
1k9r_1 -8010.6980414030195
1k9r_2 -8358.794559656142
1kna_3 -9564.582726226326
1kne_1 -5602.727170977607
1kne_2 -4024.875844589691
1kne_3 -6300.266827878167
1kne_4 -6673.058018189302
1l2z_1 -6789.815995608652
1l2z_2 -4304.059177775669
1l2z_3 -6322.480104701539
1lkl_1 -9708.972421067903
1lkl_5 -8596.664482965818
1lxh_1 -6061.444696491266
1lxh_2 -7420.045218209681
1lxh_3 -4731.254379232844
1lxh_4 -10666.706076686665
1nlo_3 -7628.2744179695965
1nlp_1 -8128.928172113323
1nlp_2 -5007.5580215521595
1o0f_3 -6530.158364705485
1o0f_4 -7725.179335033941
1o0f_5 -6025.888828319914
1o0f_6 -6491.641784618811
1o0f_7 -8272.0183097743
1o0h_1 -7979.076045664571
1o0h_2 -8946.347074549685
1o0h_4 -8818.969224836403
1o0h_6 -5397.805180989251
1o0h_7 -8272.04863163088
1o0m_1 -6333.781616014588
1o0m_2 -8414.454215537828
1o0m_3 -10875.03895435405
1o0m_4 -7457.141591037311
1o0m_5 -4601.768478905347
1o0m_6 -5300.253037295216
1o0m_7 -7853.636547121663
1o0n_1 -9584.42465741406
1o0n_2 -6207.08968117244
1o0n_4 -8228.305269868972
1o0n_5 -8527.505841413747
1o0n_6 -4246.78794215775
1o0n_7 -8423.346349620022
1oai_3 -5119.522234133241
1oai_4 -7657.47036109373
1pdq_1 -7719.133475670833
1pdq_2 -4883.491493002214
1pmx_1 -10666.527047084926
1pmx_2 -4904.951952939688
1pmx_3 -6277.45240353482
1pmx_4 -6449.017917940402
1prl_1 -9334.716608998815
1prl_2 -6580.324441790379
1prm_1 -8975.346370503126
1prm_2 -4934.88371145071
1prm_3 -8066.584557285328
1q7a_1 -6051.239893116903
1q7a_2 -10184.370390473374
1q7a_3 -3811.868676564256
1q7a_4 -6020.752921066602
1q7a_7 -6948.676996668006
1q7a_8 -4164.219625676065
1qhc_1 -7979.273496461177
1qhc_2 -6406.112436358941
1qhc_3 -5467.318385054912
1qhc_4 -7506.8963198673355
1qhc_6 -5151.906024542313
1qwe_1 -6984.657793315504
1qwe_2 -4434.699275442721
1qwe_3 -4329.1431113868675
1qwe_4 -6229.418910784238
1qwf_3 -8234.30785222106
1rlq_1 -7878.406696937435
1rlq_3 -9105.505369001306
1rnm_2 -6769.032430360481
1rnm_3 -10707.191461425806
1rnm_4 -8271.274153938815
1rnm_5 -4601.770519421086
1rnm_6 -4485.888677633578
1rnm_7 -8021.356332764362
1rnt_1 -7842.267476577277
1rnt_2 -4729.717853384958
1rnt_3 -4499.370079060475
1rnt_4 -6540.807285329638
1rnt_5 -6727.306796003191
1rnt_6 -9467.46522531742
1rpf_2 -10837.497086763311
1rpf_4 -8227.894903305356
1rpf_5 -5957.360992137485
1rpf_6 -8654.60164444349
1sv3_1 -8857.815475798576
1sv3_2 -6505.183946425204
1sv3_3 -7323.697044812678
1sv3_4 -7081.744923658656
1sv3_7 -6806.161170561943
1u1b_2 -7760.034880830797
1u1b_4 -6036.342755010894
1u1b_5 -4996.929163561503
1u1b_6 -6226.4342345816285
1u1b_7 -8218.49339438785
1uj0_1 -8022.960350994462
1uj0_2 -4607.705677291375
1uj0_3 -4771.7766571516695
1uj0_4 -5999.882808576218
1uti_2 -5814.689082588388
1uti_3 -7861.86142155595
1w4o_3 -5960.062509158425
1w4o_5 -3934.6090198567986
1w4o_6 -8556.226250191981
1w4o_7 -6894.036336503066
1w4p_1 -8788.404343823639
1w4p_2 -7354.594906426532
1w4p_4 -7674.705193153248
1w4p_5 -11721.394783370846
1w4p_6 -9903.417668892467
1xt3_1 -9980.952002404305
1ywi_2 -2896.8982634574404
1z6s_1 -7979.31364673821
1z6s_2 -8248.785411918732
1z6s_6 -5397.77064018354
1z6s_7 -8271.996697015096
2df6_1 -8418.450308909236
2df6_2 -4850.287990246795
2df6_3 -9882.519500630977
2ez5_1 -6605.055311769356
2ez5_2 -4167.016038247823
2ez5_3 -7229.269757253641
2hnx_3 -7595.264771784452
2hnx_4 -4776.770028642032
2hnx_5 -9032.605197125347
2hnx_6 -3928.975764931397
2hnx_7 -5997.620110706866
2hnx_8 -9582.67581914379
2hug_1 -9219.120960334807
2hug_2 -5790.152577703078
2hug_3 -7871.665561934826
2jo9_1 -6202.60786046497
2jup_1 -9138.413348355938
2jup_2 -5947.509608082157
2khh_1 -7491.7305696222
2khh_2 -5092.578186586761
2khh_3 -4181.740452487616
2khh_4 -6588.908556972632
2l11_1 -5983.9677520485575
2l11_2 -3667.1330033853305
2l11_3 -4746.757641501613
2l11_4 -7665.6578030443525
2lcs_1 -6535.252814197924
2lcs_2 -9933.961220252022
2lcs_3 -9847.804440792417
2lto_1 -10549.163298891843
2lto_2 -5833.689270898292
2ltv_2 -7477.127517460621
2ltw_1 -8313.859588567768
2ltw_2 -6236.980278600728
2ltx_1 -7501.426295167879
2ltx_2 -6399.726658885891
2lty_1 -7418.160667609881
2ltz_1 -6038.1565978873
2lyw_2 -2840.0648896931525
2m3o_1 -7189.819138223116
2m3o_2 -4101.105579836483
2m3o_3 -5951.101769918025
2n8t_1 -7027.6630410429225
2n8t_2 -8701.518757682927
2o9v_3 -6433.828331826389
2o9v_4 -4134.365920762016
2oei_1 -8172.790831065417
2pv1_1 -6122.7664279435185
2pv1_3 -6131.420921538713
2pv1_6 -3982.78656945988
2pv1_7 -6118.052277464352
2rly_1 -6133.097866723244
2rm0_1 -6660.600226192341
2rm0_2 -8425.20725295717
2rol_1 -6835.610502553207
2rol_2 -8866.314953709889
2rol_4 -6174.5675309849885
2rqu_1 -6936.458024711914
2rqu_2 -4917.454605973268
2rqu_3 -5801.635718211816
2rqu_4 -6934.3267414700285
2vwf_1 -6358.727613672101
2w0z_1 -7625.688726259415
2w0z_3 -4896.208776959648
2w0z_4 -6560.895098626206
2w10_1 -9745.303824730749
2w10_2 -5544.080354426119
2w5g_1 -8300.02802764412
2w5g_2 -5883.1453278693725
2w5g_3 -7798.540118138768
2w5g_4 -8421.435191269888
2w5g_5 -5537.3888843916575
2w5g_6 -5109.851333464127
2w5g_7 -9785.931204773313
2w85_1 -6883.642253454716
2w85_3 -3795.8992601574073
2w85_4 -7350.668564220219
3d6o_1 -7979.381872817343
3d6o_2 -8209.76036297278
3d6o_3 -6132.64688041096
3d6o_5 -6025.872368677985
3d6o_6 -5151.970520391657
3d6p_1 -7979.329150456384
3d6p_2 -7414.744547111626
3d6p_4 -8818.958124231845
3d6p_5 -6025.864446921903
3d6p_7 -8271.978493205334
3d8z_1 -7412.858968287014
3d8z_3 -9896.153387651813
3d8z_4 -8228.293173536178
3d8z_5 -5957.701099489128
3d8z_6 -8655.087792416398
3fdt_1 -7784.0501288293235
3fdt_3 -9334.318105168499
3g19_1 -7489.185136975226
3g19_3 -8999.42858538383
3g19_4 -4853.095848709605
3gbq_2 -8313.87396776791
3gbq_3 -8755.832211159754
3gv6_1 -5532.578443810691
3gv6_2 -4944.625625132148
3gv6_3 -5666.442405985388
3gv6_4 -7114.935263605475
3hk1_2 -5683.519243003343
3hk1_3 -7453.799586301153
3hk1_5 -8721.30737212538
3hk1_7 -9052.61071880095
3i90_1 -6212.3056618084875
3i90_2 -4417.278150076716
3i90_3 -9812.882261398716
3i91_1 -7553.538624665559
3i91_2 -4738.649524027051
3i91_3 -9522.396999272018
3ikd_1 -7299.070889477272
3ikd_2 -5252.623729695511
3ikd_3 -9600.07229471286
3ikd_5 -5112.398146746303
3ikd_6 -7837.377776138679
