1czq_0 -18846.381563174487
1fbm_0 -19636.686773521815
1gcq_0 -22978.37020379711
1gyx_0 -29906.501415986
1hia_0 -32042.52362802626
1qaw_0 -25386.922004383174
1sv0_0 -31583.08425969316
1swi_0 -12715.815802468265
1wqj_0 -32264.407475559186
2bt9_0 -34168.973898197175
2bwe_0 -18223.212220416965
2d1x_0 -24019.479300657043
2hwn_0 -15098.71255809904
2izx_0 -15424.5197410325
2k79_0 -25717.761027310597
2kp8_0 -27983.997892045372
2ly0_0 -11797.435137161145
2mj5_0 -29629.896857990883
2oob_0 -17252.39416248577
2qho_0 -28241.432672395815
2r3c_0 -18771.846454127983
2r5d_0 -18772.006594977458
2vx9_0 -23668.036073469644
2vxa_0 -25223.507186017567
2w0p_0 -33329.39411047875
2x9a_0 -23956.168866846412
2xqq_0 -35852.50200694149
2ylc_0 -25750.748450113548
3ax5_0 -26874.0716550575
3brt_0 -15232.040307004649
3brv_0 -14892.684277638016
3cyy_0 -30441.25709918124
3ds3_0 -29428.384889661756
3ds4_0 -18691.301155253914
3dvp_0 -34813.25979723086
3e1r_0 -19382.445422769684
3f50_0 -11865.931062277588
3g7a_0 -13200.008424145739
3h91_0 -21234.798922841517
3isw_0 -33329.266237672244
3kze_0 -34414.27584243014
3q6s_0 -26399.740025283594
3qo3_0 -23860.84306215735
3rzw_0 -33764.68402465814
3tq7_0 -15546.684521983432
3v2n_0 -19430.41641702468
3v2p_0 -19430.44235008787
3v2q_0 -19430.314728423153
3wut_0 -21950.65304280335
3wuu_0 -22294.546859657727
3wuv_0 -22972.628163911686
3zke_0 -34833.52375022913
3zrz_0 -36649.93180083114
4ds1_0 -33116.56156822012
4geq_0 -33541.82330344133
4jmf_0 -18345.720782414573
4ndu_0 -37170.07382466507
4niq_0 -30964.69974113375
4oaz_0 -28235.650327929252
4pas_0 -14831.860540596213
4qh7_0 -34204.20367142974
4qh8_0 -35145.878791277006
4rgd_0 -24725.527197444688
4u68_0 -25730.33358374689
4ynl_0 -33943.51174941653
4znx_0 -21865.201355175588
5ajc_0 -33427.095252012004
5eoa_0 -30595.476677891296
5ep6_0 -15010.383696891371
5eql_0 -27235.207988975104
5hkh_0 -31373.980267692794
5khd_0 -27344.00915831409
5o2u_0 -29686.79307166548
5ohm_0 -26603.741881204085
5sxp_0 -24206.81154731434
5t6j_0 -23604.912842335558
5tig_0 -23552.45706869651
5vh0_0 -19093.885623382303
5vkf_0 -20460.115293250772
5vwi_0 -22809.571567286424
5xiu_0 -20326.653662074947
5yr0_0 -19734.710381213066
5zmq_0 -14026.754722731705
5zvm_0 -25854.873666084844
6a87_0 -15359.203896901898
6a9c_0 -22807.86467498209
6bva_0 -33248.64282631724
6evq_0 -28286.534109283646
6fe4_0 -27682.028784923437
6fto_0 -27270.229880153376
6fx1_0 -15840.8300060062
6gbu_0 -23715.709297309088
6h7b_0 -31567.509932408546
6mmq_0 -17106.24573234264
6nxz_0 -20933.860795184242
6ny0_0 -21821.208493092185
6og4_0 -35082.42827834646
6r0x_0 -20779.030597685996
6uys_0 -31222.917271667
6uyu_0 -32202.80727212393
