1czq_0 -18846.230289581486
1fbm_0 -19636.594662407442
1gcq_0 -22978.40215844354
1gyx_0 -29906.4815681139
1hia_0 -32042.613028920052
1qaw_0 -25387.00449487756
1sv0_0 -31583.101687527138
1swi_0 -12715.757036306433
1wqj_0 -32264.43045139477
2bt9_0 -34169.141311558225
2bwe_0 -18223.16106064231
2d1x_0 -24019.56087133391
2hwn_0 -15098.668452754606
2izx_0 -15424.43901142618
2k79_0 -25717.89350559517
2kp8_0 -27983.813463631737
2ly0_0 -11797.366762528869
2mj5_0 -29629.994368498654
2oob_0 -17252.46004280829
2qho_0 -28241.57745082009
2r3c_0 -18771.752820361766
2r5d_0 -18771.84196201118
2vx9_0 -23667.943417278133
2vxa_0 -25223.497781580143
2w0p_0 -33329.452815713616
2x9a_0 -23956.245728778144
2xqq_0 -35852.555479249066
2ylc_0 -25750.808457397037
3ax5_0 -26874.058186614086
3brt_0 -15232.004351891363
3brv_0 -14892.661586000082
3cyy_0 -30441.276817220532
3ds3_0 -29428.342667546087
3ds4_0 -18691.226917978966
3dvp_0 -34813.33728033681
3e1r_0 -19382.29264217158
3f50_0 -11865.911380244626
3g7a_0 -13199.943735122946
3h91_0 -21234.82800426947
3isw_0 -33329.32138570872
3kze_0 -34414.43550860453
3q6s_0 -26399.847961525298
3qo3_0 -23860.85989311381
3rzw_0 -33764.709663596324
3tq7_0 -15546.67184588764
3v2n_0 -19430.30445404165
3v2p_0 -19430.326652317708
3v2q_0 -19430.197226634853
3wut_0 -21950.5385955045
3wuu_0 -22294.376767760088
3wuv_0 -22972.5016156626
3zke_0 -34833.54799001966
3zrz_0 -36650.1029932627
4ds1_0 -33116.69141430138
4geq_0 -33541.82412424289
4jmf_0 -18345.702935823894
4ndu_0 -37170.097380295185
4niq_0 -30964.731975464118
4oaz_0 -28235.686680605573
4pas_0 -14831.793128937672
4qh7_0 -34204.335425340825
4qh8_0 -35145.99192903919
4rgd_0 -24725.44272394941
4u68_0 -25730.388069512628
4ynl_0 -33943.4520877909
4znx_0 -21865.2360336725
5ajc_0 -33427.26862171246
5eoa_0 -30595.29885381301
5ep6_0 -15010.312503694455
5eql_0 -27235.224505990926
5hkh_0 -31373.988536573263
5khd_0 -27344.072987029584
5o2u_0 -29686.783579172235
5ohm_0 -26603.821494016058
5sxp_0 -24206.807451151217
5t6j_0 -23604.932061962376
5tig_0 -23552.410421665198
5vh0_0 -19093.76495390741
5vkf_0 -20459.943091002686
5vwi_0 -22809.5946207514
5xiu_0 -20326.587118157466
5yr0_0 -19734.64966946304
5zmq_0 -14026.758837569729
5zvm_0 -25854.72706571078
6a87_0 -15359.229342642944
6a9c_0 -22807.901470008743
6bva_0 -33248.73112809475
6evq_0 -28286.453655891135
6fe4_0 -27682.09502404089
6fto_0 -27270.35230123205
6fx1_0 -15840.849324899937
6gbu_0 -23715.675224611332
6h7b_0 -31567.51419228824
6mmq_0 -17106.219063755918
6nxz_0 -20933.949848219563
6ny0_0 -21821.28103551486
6og4_0 -35082.625695947514
6r0x_0 -20779.054670894107
6uys_0 -31222.980693073543
6uyu_0 -32202.83827031726
