1azg_1 -9032.70720911962
1hi5_1 -9279.497312795436
1nlp_1 -8128.928059044454
2ltx_2 -6399.762368754273
2w85_4 -7350.670659082891
3ikd_3 -9600.07467311055
3qo2_2 -8860.439766856569
3qo2_3 -9566.936258014048
4bxu_4 -9665.97303237397
4mr6_4 -7918.50335450376
4pl6_1 -8111.557547815077
4qf8_2 -11003.109866467827
5d24_7 -9122.179013843866
5fe6_7 -8936.843210505125
5i7x_6 -9255.70544595183
5ji8_6 -8405.758304411163
5lvq_5 -9269.494888068684
5nlk_4 -9020.644085718255
6dl2_2 -4501.329593622756
6fgg_6 -5059.206460523015
