1azg_1 -9032.726584475
1hi5_1 -9279.502147178953
1nlp_1 -8128.966502220146
2ltx_2 -6399.714049764229
2w85_4 -7350.634142092356
3ikd_3 -9600.020878561561
3qo2_2 -8860.476530197742
3qo2_3 -9566.890482387058
4bxu_4 -9665.9399566192
4mr6_4 -7918.493706222544
4pl6_1 -8111.572556201034
4qf8_2 -11003.159051705632
5d24_7 -9122.146788441423
5fe6_7 -8936.830010287724
5i7x_6 -9255.680167392879
5ji8_6 -8405.71916599866
5lvq_5 -9269.504676513434
5nlk_4 -9020.616125416598
6dl2_2 -4501.317504754337
6fgg_6 -5059.1991089439325
