1afk_6  -6889.107478301884
1afk_7  -6264.8306065644965
1aze_1  -7771.380760431924
1aze_2  -5562.345262814476
1bhf_4  -5716.502800986935
1ceb_1  -7903.8109377749
1d7i_1  -6717.579577487682
1d7i_2  -5414.426955017826
1d7i_4  -4840.611193685972
1d7i_6  -8569.317130656918
1d7j_5  -9543.85486587853
1dpu_3  -4714.200396490248
1fkg_6  -8569.222681601892
1fkh_1  -7170.150391904518
1fv0_7  -5146.1087989486105
1gbq_3  -5651.7800078600885
1hi4_4  -8257.213376562046
1hi5_2  -6350.447779185422
1hi5_5  -5175.861131415902
1hi5_7  -9117.939713620859
1i8h_2  -8840.10457481958
1ikt_2  -5308.493267135729
1ikt_6  -4426.874240404253
1jbd_2  -8128.3695051741915
1jn4_3  -5395.877716815877
1jn4_5  -8032.892396224839
1jq8_2  -7869.345824177537
1jq8_3  -5158.88644475302
1kna_1  -7745.218397048425
1l2z_4  -8595.83672019079
1lkl_2  -9308.29532377318
1lkl_4  -4890.6429442968765
1nlo_1  -9502.676238367758
1nlo_2  -4846.06088384835
1nlp_3  -8840.445084220224
1o0f_2  -7812.227016046434
1o0h_3  -5395.900618632185
1o0h_5  -6025.849502819501
1o0n_3  -5618.885349813553
1oai_1  -6817.542764340004
1pdq_3  -8878.365977297199
1q7a_5  -7564.982027587162
1q7a_6  -6515.69629898167
1qhc_5  -8332.096770760189
1qwf_1  -8807.616452042213
1qwf_2  -4934.979074930583
1rlq_2  -4993.001240453575
1rnm_1  -7979.263294260088
1rpf_1  -7580.096890769031
1rpf_3  -9575.05130524106
1sv3_5  -6298.872354894422
1sv3_6  -8386.550021311514
1u1b_1  -9201.992604597854
1w4o_1  -9584.53371359202
1w4o_4  -6351.090739218138
1xt3_2  -6086.743579149719
1xt3_3  -9582.504736751132
1z6s_5  -6025.8570404224
2hnx_1  -7646.331268901781
2hnx_2  -5454.322296135442
2jo9_2  -6562.040663807931
2lto_3  -8041.29784019035
2ltv_1  -7245.927821670987
2lyw_3  -4377.347764503043
2o9v_1  -6418.131944495024
2o9v_2  -4072.132493755028
2o9v_5  -5528.735608553925
2pv1_4  -4509.701696139527
2pv1_5  -6231.862009865438
2rly_2  -8952.612934062403
2rol_3  -3734.6471246703145
2w10_3  -8659.864577335458
2w85_2  -4178.104905982927
3d6o_4  -9064.797486140838
3d6o_7  -8271.98987190863
3d6p_3  -6927.659367152026
3d6p_6  -5397.791757947459
3fdt_2  -4666.38152165678
3g19_2  -4782.927087265203
3g19_5  -8958.708325999802
3gbq_1  -6588.242873881846
3hk1_1  -6890.386731246311
3hk1_4  -5299.195137011029
3hk1_6  -8385.5603568538
3ikg_2  -4725.472689855341
3ikg_5  -5112.549015790401
3kiv_1  -8090.713454839517
3kiv_4  -7384.989140975951
3qxt_3  -6424.899993867249
3qxv_2  -6469.73624341776
3qxv_4  -8888.40502809663
3qxv_6  -5618.011863908812
3r93_4  -7899.738587606175
3rdv_4  -9588.612680013033
3s0b_2  -5093.365127004866
3s0b_6  -5889.584751231086
3s8n_3  -6186.446819826122
3s8o_6  -7811.728334548694
3wvm_7  -7844.90588184034
3zyu_4  -8996.714338747977
3zyu_6  -5630.133092303876
4a4f_1  -8647.063565741144
4a4f_4  -6250.0984839928315
4a4g_1  -6889.157336487549
4g8v_1  -9584.484443544425
4g8v_2  -8848.116497667797
4g8v_7  -7685.822830478423
4hp0_1  -9327.136911053376
4hp0_3  -7648.372738489805
4luz_4  -9750.089718422154
4lzs_2  -6623.314631451423
4lzs_3  -4908.779875127253
4lzs_4  -9882.37099626154
4mr6_3  -5246.599346569029
4nnr_4  -4947.175520619614
4qf8_3  -12172.52872553387
4qf8_6  -6904.969826775698
4qgd_1  -6051.113840883972
4qgd_2  -10313.512412804048
4qgd_5  -3878.653115848251
4rsk_3  -5845.023556669096
4rsk_6  -7684.049534482561
4tkb_2  -5262.354574654289
4tkb_4  -8820.890441677802
4tkj_5  -9431.28836276108
4tun_4  -5029.3629682222345
4uye_2  -5099.572051805432
4uye_3  -9681.456094290275
4wci_2  -7955.633107785671
4wn5_5  -7098.674848058988
5d25_2  -4622.296948620263
5d25_4  -6818.5562177979145
5d3h_1  -7529.2042087917935
5d3h_4  -8101.991182124775
5d3l_3  -8549.431974509494
5d45_3  -9344.943309048977
5d45_7  -8412.775244486413
5d47_5  -8654.712446773432
5dbm_2  -9074.081607117745
5dbm_3  -6995.585322395263
5dbm_5  -9124.277472665675
5e6o_2  -7191.246702817172
5e6o_7  -7271.603311993168
5epk_3  -9092.327164613023
5eq0_1  -5664.558852285774
5eq0_3  -6875.368589570386
5eq1_1  -6174.965325095854
5f1h_2  -4529.271051449435
5f25_1  -6460.867271319591
5f25_3  -4663.597385305876
5f25_4  -7049.095764582067
5fe7_1  -6707.445187990759
5fe7_2  -5316.556534174847
5hrx_1  -9644.755630080937
5hrx_2  -5980.408071644226
5hrx_4  -10260.97911047691
5hrx_5  -5495.547764067304
5i7x_3  -9631.276711634011
5i7x_4  -6897.995682186528
5i7x_5  -5284.294578756597
5i7y_4  -5284.995619617576
5i7y_5  -9944.623676116273
5i88_5  -8198.272616052647
5i88_7  -8650.406468402878
5ji8_2  -4544.045460576721
5l8a_1  -8586.285038960821
5lvq_4  -5338.314792997097
5lvq_6  -5528.474698879031
5mpz_1  -6602.075894291104
5mwh_4  -8251.898309214297
5n18_3  -5101.465918956194
5n18_5  -5969.2771304785965
5n18_6  -7592.469346600738
5n8v_1  -9415.537055014358
5nlk_3  -5614.983989616009
5ov8_5  -7103.04538933146
5ov8_7  -7576.397293108647
5ovc_5  -3987.7791827323936
5ovp_1  -8804.055778742779
5ovp_5  -6558.745731119896
5ovv_5  -8635.236745534308
5tpx_5  -5997.0896194199595
5tpx_6  -8747.318051984597
5u28_4  -6994.249101300705
6asz_3  -7881.1227953781145
6atv_1  -7206.137829515235
6d07_1  -7316.753049818044
6dl2_5  -7980.511835834731
6dl2_6  -5150.6930237013885
6evn_3  -9054.219203580014
6evn_5  -7710.881771547949
6fgg_1  -7997.5430550781275
6haj_1  -5348.223648267716
6haj_2  -8417.488890413515
6haj_3  -9571.414241438715
6j3o_2  -5152.100180091926
6pvv_3  -8176.38393149891
6pvw_2  -10685.204316907613
6pvw_3  -8396.067758857516
6qls_8  -7051.902604856038
